2520	2940
-0.5000	91	432	1146	1467	2014	2237
-0.5000	305	750	1105	1593	1819	2142
-0.5000	163	481	914	1469	1814	2132
-0.5000	101	649	1246	1647	1904	2331
0.5000	148	452	1109	1388	2029	2402
-0.5000	161	584	926	1664	1743	2363
0.5000	25	681	1097	1459	1706	2395
-0.5000	272	788	1254	1511	1780	2510
0.5000	30	525	989	1265	1968	2434
0.5000	75	679	1099	1548	1681	2396
-0.5000	352	738	1111	1532	2032	2168
-0.5000	73	711	1135	1328	1844	2113
0.5000	300	662	865	1262	1876	2504
0.5000	279	682	1142	1303	2006	2173
0.5000	35	780	975	1512	1985	2145
-0.5000	143	467	1232	1355	1744	2384
0.5000	88	678	992	1624	1742	2475
-0.5000	263	459	1147	1359	1686	2134
0.5000	253	566	861	1456	1713	2516
0.5000	205	830	1224	1351	1799	2483
-0.5000	228	446	1092	1394	1977	2202
0.5000	284	712	927	1559	1815	2432
-0.5000	333	705	1174	1664	1823	2442
0.5000	92	620	1106	1276	1716	2152
-0.5000	363	584	912	1513	1899	2193
-0.5000	77	763	950	1657	1842	2294
-0.5000	77	798	949	1378	2030	2379
0.5000	72	750	1137	1388	2034	2361
0.5000	158	792	1208	1438	1852	2216
-0.5000	215	624	1080	1278	2090	2311
0.5000	248	462	1148	1482	1963	2405
-0.5000	275	452	1126	1426	1747	2360
0.5000	54	682	979	1471	1783	2370
-0.5000	10	556	974	1477	1752	2209
0.5000	123	532	1134	1636	2020	2420
0.5000	190	543	1004	1447	2030	2290
-0.5000	244	575	1082	1361	1817	2259
0.5000	170	534	886	1362	1923	2268
0.5000	132	730	1099	1309	1954	2355
-0.5000	339	679	1188	1564	1990	2135
-0.5000	393	446	1256	1666	1702	2515
0.5000	9	621	1048	1641	1695	2157
-0.5000	159	835	875	1573	2072	2375
0.5000	198	756	976	1445	2070	2219
0.5000	196	539	1096	1583	1821	2343
-0.5000	313	444	1114	1265	1740	2408
0.5000	73	522	989	1504	2077	2298
-0.5000	112	543	1252	1368	1886	2306
0.5000	331	833	1005	1569	1715	2186
-0.5000	145	550	923	1562	1683	2269
-0.5000	247	432	967	1538	1843	2490
0.5000	348	688	1059	1291	1845	2335
0.5000	397	636	1007	1416	1740	2324
0.5000	155	673	1148	1463	2028	2453
-0.5000	116	466	1225	1320	2034	2432
0.5000	53	468	1204	1266	1830	2511
-0.5000	65	421	1204	1310	1996	2304
0.5000	366	613	1254	1536	1986	2133
0.5000	354	540	1242	1525	1889	2416
-0.5000	178	673	1187	1295	1765	2471
-0.5000	116	653	1021	1344	1686	2212
-0.5000	307	451	887	1373	2086	2416
-0.5000	214	730	936	1332	1830	2517
-0.5000	206	442	1250	1540	1980	2193
0.5000	208	726	955	1595	1811	2120
0.5000	409	598	1151	1500	1967	2487
0.5000	237	550	1238	1442	2021	2275
0.5000	186	525	845	1658	2081	2449
0.5000	110	482	909	1627	2037	2408
-0.5000	107	579	1086	1375	1715	2371
-0.5000	108	574	959	1620	1960	2509
-0.5000	375	463	1159	1267	1873	2256
-0.5000	267	828	977	1338	1856	2316
0.5000	126	776	1192	1370	1959	2404
-0.5000	419	493	1122	1649	1713	2393
0.5000	297	653	863	1395	1722	2293
-0.5000	8	763	1069	1591	1851	2344
0.5000	388	746	850	1318	1780	2195
-0.5000	304	823	1256	1588	1981	2278
-0.5000	272	831	1055	1516	1875	2412
-0.5000	218	468	1114	1669	2034	2333
-0.5000	72	767	956	1605	1973	2486
-0.5000	231	541	936	1464	1899	2222
-0.5000	242	752	1138	1628	1918	2111
-0.5000	82	647	1255	1340	1787	2423
-0.5000	292	647	1150	1668	1706	2307
0.5000	290	808	1045	1604	2050	2437
-0.5000	266	636	1125	1305	2060	2314
-0.5000	71	630	916	1631	1828	2242
-0.5000	102	693	1123	1365	1766	2222
-0.5000	30	431	1030	1264	1826	2324
-0.5000	224	693	1146	1613	2032	2347
-0.5000	152	755	1245	1332	1730	2142
0.5000	67	681	1085	1352	1929	2114
0.5000	396	502	853	1435	2038	2437
0.5000	282	784	1182	1417	1795	2136
0.5000	377	598	943	1473	1716	2149
0.5000	84	737	1173	1373	1783	2167
-0.5000	250	448	1171	1357	1696	2340
0.5000	216	456	1084	1517	1900	2279
-0.5000	231	839	1201	1629	1846	2470
-0.5000	348	735	848	1645	1983	2485
0.5000	11	838	1109	1487	1696	2268
-0.5000	269	591	1210	1600	1767	2518
0.5000	223	461	1234	1366	2006	2327
0.5000	182	656	1158	1667	1951	2267
-0.5000	244	681	1014	1304	1989	2308
-0.5000	310	451	1209	1527	1776	2316
-0.5000	115	641	1015	1396	1821	2140
-0.5000	113	838	1011	1288	1760	2414
0.5000	72	713	957	1535	2050	2103
-0.5000	370	729	851	1278	1981	2230
0.5000	281	669	1214	1608	1946	2479
-0.5000	235	421	861	1487	2028	2508
0.5000	28	538	926	1339	1817	2428
-0.5000	184	758	1034	1382	1709	2321
-0.5000	38	420	1149	1659	1709	2309
-0.5000	202	730	1010	1409	1875	2175
-0.5000	341	804	871	1280	1818	2184
-0.5000	232	450	1126	1322	1877	2241
0.5000	107	758	1189	1375	1993	2331
-0.5000	94	637	1064	1549	2071	2427
-0.5000	227	437	860	1427	1751	2429
0.5000	2	523	900	1461	1817	2429
-0.5000	306	507	997	1276	1955	2189
0.5000	24	839	949	1620	1982	2364
0.5000	275	658	941	1656	1900	2425
0.5000	133	633	976	1504	2031	2279
-0.5000	342	612	1193	1293	1750	2401
-0.5000	381	574	1061	1663	1956	2103
-0.5000	373	663	1195	1434	1746	2238
-0.5000	29	564	963	1300	1985	2398
-0.5000	190	546	1144	1587	1865	2141
0.5000	323	659	1068	1371	1860	2342
-0.5000	371	457	896	1467	1702	2305
-0.5000	222	643	975	1648	1695	2237
-0.5000	51	429	1163	1513	1989	2428
-0.5000	299	453	961	1597	1895	2168
0.5000	346	648	1073	1444	1712	2278
-0.5000	340	504	1214	1411	1968	2108
0.5000	28	768	1133	1670	1699	2459
-0.5000	346	756	854	1383	1938	2475
-0.5000	102	492	1203	1586	1830	2375
0.5000	157	733	1071	1475	2014	2216
0.5000	276	518	1227	1355	1879	2341
-0.5000	356	694	851	1519	2064	2370
0.5000	342	470	1047	1343	1786	2158
-0.5000	207	492	1048	1621	1722	2352
0.5000	238	828	1042	1561	1882	2131
-0.5000	26	627	1229	1434	1943	2212
0.5000	255	453	989	1291	1972	2474
-0.5000	283	661	882	1332	1912	2135
0.5000	90	516	963	1668	2096	2247
0.5000	137	811	955	1339	1735	2314
0.5000	351	812	1129	1595	1720	2298
-0.5000	22	543	1076	1662	1934	2147
0.5000	227	721	879	1637	2010	2446
-0.5000	213	764	1106	1315	1710	2451
-0.5000	224	481	890	1275	1920	2179
0.5000	44	787	893	1666	1693	2313
-0.5000	288	729	1105	1269	1689	2146
0.5000	181	545	1102	1613	1990	2445
0.5000	249	750	984	1405	1832	2267
-0.5000	357	667	860	1472	1723	2429
-0.5000	318	670	902	1565	1704	2249
-0.5000	382	452	1176	1515	1718	2335
0.5000	135	609	975	1515	1748	2363
-0.5000	288	725	1066	1298	1773	2149
-0.5000	361	442	1142	1336	1901	2241
-0.5000	416	601	1161	1629	2000	2101
-0.5000	379	436	1131	1622	2009	2149
0.5000	359	520	852	1320	2005	2252
-0.5000	201	714	1113	1633	1946	2281
0.5000	51	754	979	1596	1813	2126
0.5000	48	644	1188	1548	1911	2201
0.5000	263	747	1140	1661	1982	2489
-0.5000	101	493	999	1264	1892	2449
0.5000	259	728	1241	1621	2072	2132
-0.5000	237	718	871	1603	1728	2316
-0.5000	325	460	1077	1376	1850	2338
0.5000	17	613	1089	1408	1819	2241
-0.5000	335	761	992	1633	1868	2111
-0.5000	166	816	1140	1567	1944	2273
-0.5000	67	656	907	1563	2018	2338
0.5000	397	720	950	1527	1807	2460
0.5000	58	749	1076	1432	1693	2224
-0.5000	82	716	1090	1492	1941	2406
-0.5000	100	805	1104	1344	1974	2109
-0.5000	364	730	986	1610	1859	2127
0.5000	80	694	1176	1469	1759	2229
-0.5000	183	827	1244	1319	1979	2396
0.5000	124	751	1104	1330	1708	2171
-0.5000	316	702	892	1301	1998	2292
-0.5000	39	551	1248	1402	1894	2484
0.5000	121	709	1065	1551	1681	2410
0.5000	45	603	957	1292	1774	2218
-0.5000	75	450	985	1278	1772	2214
0.5000	343	712	988	1495	1801	2287
-0.5000	397	745	841	1374	2099	2104
0.5000	246	735	1201	1566	1778	2489
0.5000	285	735	1165	1596	1745	2404
0.5000	262	746	1185	1363	2040	2200
0.5000	7	534	969	1310	1986	2136
-0.5000	256	426	1199	1651	1836	2264
0.5000	115	561	983	1600	2032	2167
-0.5000	211	771	1247	1548	1703	2143
0.5000	394	571	1214	1503	1694	2142
-0.5000	327	687	1061	1362	2021	2284
0.5000	269	588	1117	1507	2062	2229
-0.5000	179	690	954	1414	2065	2354
0.5000	266	817	999	1362	2068	2234
0.5000	0	438	983	1463	2060	2467
-0.5000	388	719	957	1290	2000	2116
-0.5000	313	439	1084	1261	1804	2151
0.5000	191	770	1242	1582	1937	2258
0.5000	356	488	1095	1392	1682	2268
-0.5000	271	821	1225	1470	1702	2333
0.5000	211	740	973	1581	2096	2207
0.5000	276	831	1247	1526	1825	2476
0.5000	276	740	974	1281	1854	2467
-0.5000	58	717	999	1292	2016	2452
-0.5000	19	546	1229	1460	1873	2321
-0.5000	31	519	1244	1268	1808	2182
-0.5000	142	719	1028	1366	1686	2223
-0.5000	169	524	992	1670	1955	2231
-0.5000	78	681	1130	1332	2055	2307
-0.5000	71	822	952	1502	1791	2353
-0.5000	269	644	1049	1275	1717	2253
-0.5000	344	815	1103	1558	1933	2375
0.5000	136	796	1236	1488	1858	2227
0.5000	63	499	1037	1439	1978	2431
0.5000	166	613	890	1536	1738	2100
0.5000	112	647	1167	1679	1692	2113
-0.5000	34	578	937	1339	1751	2431
-0.5000	297	470	993	1263	1841	2291
0.5000	246	504	1040	1617	1807	2372
-0.5000	98	473	848	1385	1824	2126
-0.5000	349	473	1119	1637	1997	2402
-0.5000	311	475	925	1541	1774	2166
0.5000	414	569	1016	1416	1824	2388
-0.5000	98	771	1234	1537	1688	2378
-0.5000	114	616	900	1675	2017	2166
0.5000	102	719	1158	1506	1816	2423
0.5000	321	565	941	1645	1857	2506
-0.5000	219	665	1259	1662	1831	2241
-0.5000	274	728	1081	1265	1892	2339
-0.5000	317	661	902	1541	2040	2134
0.5000	113	485	1068	1473	1745	2208
0.5000	4	680	1184	1467	2082	2320
-0.5000	177	621	896	1461	1975	2390
0.5000	400	836	1142	1558	1822	2259
-0.5000	252	548	1000	1561	2063	2358
0.5000	399	588	1124	1592	1950	2291
-0.5000	28	679	1013	1329	1690	2286
0.5000	374	463	1258	1467	2073	2167
-0.5000	248	610	1024	1372	1822	2469
0.5000	203	753	912	1354	2029	2305
-0.5000	382	728	1214	1360	1921	2186
0.5000	270	805	1027	1600	1971	2455
0.5000	413	579	1183	1481	1871	2306
-0.5000	393	698	1195	1557	1784	2245
-0.5000	386	782	1171	1617	1904	2482
-0.5000	218	637	1050	1434	1945	2215
0.5000	273	447	1153	1510	1703	2315
-0.5000	350	818	931	1523	2025	2356
-0.5000	229	663	1063	1606	2090	2278
-0.5000	134	479	1117	1601	2007	2447
0.5000	97	778	1097	1672	2083	2422
-0.5000	316	810	1153	1377	1709	2371
0.5000	180	514	1127	1493	1848	2285
0.5000	348	622	1171	1547	2002	2230
0.5000	45	583	1162	1595	1893	2201
0.5000	120	709	1043	1623	1943	2422
-0.5000	14	639	850	1658	1931	2503
0.5000	171	678	1069	1433	1854	2466
-0.5000	139	836	1082	1382	2041	2224
0.5000	364	641	1101	1374	1966	2162
0.5000	124	655	1088	1373	1882	2387
-0.5000	99	673	938	1635	2090	2228
-0.5000	289	431	1084	1431	2053	2483
0.5000	162	639	1093	1447	1761	2295
-0.5000	372	578	1104	1298	1860	2193
0.5000	139	638	869	1382	1803	2344
0.5000	402	626	1186	1675	2015	2304
0.5000	98	554	1019	1457	1819	2253
-0.5000	185	505	1259	1475	1988	2259
0.5000	103	757	1199	1481	1895	2489
-0.5000	56	685	933	1662	1884	2453
