2520	3780
-0.5000	467	1248	1273	1895
0.5000	150	778	1330	2378
-0.5000	418	663	1368	2269
-0.5000	107	806	1366	2454
0.5000	47	741	1716	2332
-0.5000	585	828	1854	2245
0.5000	334	902	1278	1950
-0.5000	475	1071	1641	2486
-0.5000	601	1132	1780	2497
-0.5000	605	700	1517	2207
0.5000	558	635	1688	2163
0.5000	519	1170	1711	2253
0.5000	430	887	1345	2291
-0.5000	534	859	1513	2040
-0.5000	329	1230	1450	2266
-0.5000	457	1065	1446	2046
-0.5000	236	820	1337	2355
0.5000	199	1082	1759	2137
0.5000	543	667	1354	1896
-0.5000	521	944	1573	2239
0.5000	6	995	1504	1901
-0.5000	561	637	1654	2242
0.5000	297	1020	1378	2396
0.5000	349	938	1358	2182
0.5000	20	1087	1607	2346
0.5000	591	1093	1531	2462
0.5000	439	680	1330	2241
-0.5000	339	1259	1291	2026
-0.5000	550	1133	1487	2442
0.5000	452	676	1722	2190
0.5000	288	763	1312	2393
0.5000	73	679	1804	1982
-0.5000	362	1203	1430	2463
-0.5000	528	727	1811	2321
0.5000	546	1202	1665	2060
-0.5000	160	815	1394	2107
0.5000	223	1044	1700	2247
0.5000	616	1201	1415	2122
-0.5000	295	1023	1282	2067
0.5000	516	926	1831	2403
-0.5000	283	797	1697	2488
-0.5000	565	958	1540	2176
-0.5000	210	1100	1495	2428
0.5000	224	1087	1387	2505
-0.5000	111	739	1637	2082
-0.5000	241	1015	1629	2186
0.5000	206	771	1469	2375
0.5000	228	1102	1671	2300
0.5000	536	1071	1715	2349
0.5000	548	909	1749	2426
-0.5000	339	879	1290	2437
0.5000	280	791	1572	2451
0.5000	33	996	1581	2392
0.5000	266	952	1660	2197
-0.5000	486	819	1806	2498
-0.5000	89	963	1572	2219
-0.5000	226	999	1297	2441
0.5000	184	968	1580	2492
0.5000	372	1143	1712	2089
0.5000	239	1095	1652	2379
-0.5000	140	1186	1531	2239
-0.5000	513	1149	1754	2264
0.5000	437	1051	1288	2075
-0.5000	564	1134	1716	1920
-0.5000	451	1114	1514	2326
0.5000	137	1014	1315	1924
-0.5000	332	862	1443	2267
-0.5000	348	753	1312	2228
0.5000	315	666	1883	2095
0.5000	289	967	1721	2387
0.5000	324	812	1746	2444
-0.5000	495	1020	1844	2246
-0.5000	392	818	1434	2242
-0.5000	274	1198	1639	2082
-0.5000	597	1222	1435	2209
-0.5000	601	1011	1540	2270
0.5000	316	742	1607	2105
-0.5000	571	1028	1648	1893
-0.5000	555	860	1634	2496
0.5000	329	671	1884	1920
-0.5000	348	1208	1370	2195
-0.5000	366	760	1654	2194
0.5000	206	814	1301	2395
0.5000	68	719	1700	2103
0.5000	135	1014	1842	1908
-0.5000	547	957	1459	1903
-0.5000	78	1111	1876	2402
-0.5000	208	940	1523	2060
0.5000	318	884	1356	1964
-0.5000	606	891	1528	2472
-0.5000	43	792	1802	2038
0.5000	626	1033	1388	2469
-0.5000	219	929	1668	2162
0.5000	182	1079	1327	2117
-0.5000	101	1150	1700	2391
0.5000	327	1230	1262	2449
-0.5000	119	674	1794	2000
-0.5000	22	1254	1787	1997
0.5000	32	1198	1491	1912
0.5000	108	768	1551	2429
-0.5000	344	1096	1359	2097
0.5000	395	848	1479	2437
-0.5000	499	1133	1690	2151
-0.5000	135	752	1840	2366
-0.5000	313	638	1377	2353
0.5000	54	1009	1509	2223
0.5000	434	649	1459	2078
-0.5000	39	775	1644	2031
0.5000	467	931	1851	2019
0.5000	577	878	1815	2020
-0.5000	171	908	1651	1891
-0.5000	259	808	1316	1980
-0.5000	117	954	1702	2207
-0.5000	520	922	1715	2025
0.5000	457	829	1841	1910
0.5000	405	670	1342	2214
-0.5000	289	868	1456	2002
0.5000	371	1244	1598	1906
0.5000	41	839	1679	2049
0.5000	466	1104	1493	2242
0.5000	282	818	1576	2031
-0.5000	24	785	1407	2446
-0.5000	231	1066	1554	2086
-0.5000	369	1217	1522	2166
0.5000	496	1233	1477	2150
-0.5000	358	1092	1500	1997
-0.5000	415	646	1752	2211
-0.5000	603	831	1587	2236
-0.5000	165	973	1643	2140
-0.5000	586	1041	1635	1936
0.5000	26	1066	1473	2008
-0.5000	449	1205	1453	2218
0.5000	212	1012	1390	2370
0.5000	566	1251	1277	2413
-0.5000	181	869	1886	2403
0.5000	595	834	1464	2420
0.5000	129	951	1286	1945
0.5000	449	781	1633	2269
-0.5000	387	988	1690	2435
-0.5000	526	648	1866	2058
0.5000	331	1045	1822	2441
0.5000	353	765	1847	2343
-0.5000	271	1138	1343	1955
-0.5000	128	1055	1452	2332
0.5000	529	633	1506	2257
0.5000	497	964	1492	2265
0.5000	402	1112	1295	2049
-0.5000	122	867	1551	2134
-0.5000	207	846	1543	2082
0.5000	267	848	1864	2089
0.5000	435	1185	1632	1954
0.5000	615	1197	1397	2340
-0.5000	608	866	1365	1917
-0.5000	27	979	1634	2248
-0.5000	526	940	1646	2322
-0.5000	485	931	1773	2121
0.5000	240	892	1589	1921
-0.5000	31	642	1321	2157
0.5000	320	1181	1838	1922
-0.5000	606	1097	1312	2255
-0.5000	567	769	1619	2037
-0.5000	450	1176	1626	2314
0.5000	628	947	1530	2429
0.5000	39	1043	1770	2437
-0.5000	136	1008	1888	2376
0.5000	368	760	1563	2472
0.5000	232	719	1347	2411
0.5000	492	1238	1663	2117
0.5000	153	690	1839	2127
0.5000	131	697	1810	2447
0.5000	497	839	1501	2220
-0.5000	377	1226	1727	2168
-0.5000	94	938	1538	2017
0.5000	606	1020	1782	2212
-0.5000	19	1095	1582	2350
0.5000	62	1232	1552	2155
-0.5000	175	682	1885	2114
0.5000	500	1094	1837	2227
-0.5000	397	1241	1381	2224
0.5000	261	1257	1793	1954
-0.5000	603	856	1689	2172
0.5000	89	825	1693	2093
-0.5000	528	817	1653	2295
-0.5000	169	936	1355	2477
-0.5000	490	726	1723	2082
0.5000	259	1202	1706	2085
-0.5000	86	1211	1581	1993
-0.5000	356	1211	1555	2085
0.5000	482	634	1684	2493
-0.5000	98	1210	1848	2138
-0.5000	43	1033	1685	2007
0.5000	498	761	1304	1895
0.5000	247	712	1506	2374
-0.5000	341	958	1421	2200
0.5000	4	951	1824	2383
0.5000	409	1084	1639	1917
-0.5000	0	1035	1830	2297
0.5000	203	1027	1329	2197
0.5000	468	977	1577	2370
0.5000	106	1053	1519	2414
-0.5000	330	1149	1365	2382
-0.5000	54	1233	1535	2128
-0.5000	194	1106	1626	2467
0.5000	492	753	1881	2149
0.5000	324	686	1814	2233
-0.5000	305	1117	1663	2261
-0.5000	273	964	1528	1945
-0.5000	33	1241	1457	2385
0.5000	442	911	1836	2377
0.5000	344	1160	1695	2282
0.5000	476	800	1621	2356
0.5000	506	968	1698	2302
0.5000	2	956	1646	1936
-0.5000	190	996	1370	2202
0.5000	507	1209	1446	2112
-0.5000	21	992	1533	2171
0.5000	101	966	1638	2141
-0.5000	429	1150	1294	2042
-0.5000	169	792	1738	2450
0.5000	439	1084	1672	2488
0.5000	597	1205	1673	2032
-0.5000	492	1219	1829	2336
0.5000	258	752	1494	2278
-0.5000	249	1016	1799	2079
-0.5000	306	896	1666	2243
0.5000	465	1203	1288	2184
0.5000	354	1161	1624	2284
0.5000	285	718	1619	2258
-0.5000	204	1180	1735	2457
0.5000	482	847	1697	2426
-0.5000	564	1154	1826	2123
0.5000	569	664	1828	2221
-0.5000	4	1122	1473	2470
0.5000	548	1202	1874	1970
-0.5000	284	1182	1540	2021
0.5000	427	756	1374	2162
-0.5000	418	895	1360	2515
0.5000	538	984	1371	2475
0.5000	53	881	1757	2201
-0.5000	173	1153	1329	2221
-0.5000	79	782	1754	1892
-0.5000	202	765	1515	2412
0.5000	385	741	1479	2323
-0.5000	174	725	1666	2368
-0.5000	570	1053	1399	2447
-0.5000	170	867	1304	2165
0.5000	481	1208	1306	2205
0.5000	529	1125	1438	2050
0.5000	279	1152	1703	2129
-0.5000	487	673	1511	2355
-0.5000	49	1236	1382	2386
-0.5000	485	833	1295	2190
-0.5000	150	904	1889	2065
0.5000	81	1147	1596	2369
0.5000	412	1121	1491	2250
0.5000	429	655	1820	2276
-0.5000	134	825	1758	2138
0.5000	423	1019	1433	2149
0.5000	484	1019	1429	2354
0.5000	127	702	1393	1943
0.5000	489	1224	1884	2392
0.5000	518	660	1682	2333
0.5000	35	1163	1545	2313
-0.5000	254	757	1807	2158
0.5000	205	1015	1655	2317
0.5000	602	1104	1706	2130
0.5000	146	1136	1636	2347
-0.5000	115	876	1688	1949
-0.5000	272	698	1544	2189
0.5000	319	1207	1421	1942
-0.5000	550	1142	1781	2427
-0.5000	538	841	1632	2246
-0.5000	364	1192	1629	2422
0.5000	193	950	1506	2182
0.5000	17	1134	1725	2187
-0.5000	25	1198	1763	2425
0.5000	397	970	1347	1912
-0.5000	507	1170	1558	1933
-0.5000	581	809	1346	2340
-0.5000	447	1050	1322	2164
0.5000	15	641	1864	2345
0.5000	343	1141	1358	2508
0.5000	45	1078	1835	2006
0.5000	208	835	1669	1934
0.5000	298	991	1526	2294
-0.5000	390	930	1526	2252
-0.5000	540	1224	1608	2214
-0.5000	12	712	1651	2293
0.5000	471	870	1609	2238
0.5000	383	1002	1406	2383
0.5000	52	1030	1683	2175
-0.5000	351	891	1425	2193
-0.5000	503	638	1671	1998
-0.5000	543	1108	1515	1954
-0.5000	349	841	1550	2097
-0.5000	130	846	1765	2028
0.5000	424	956	1560	2193
0.5000	108	639	1710	2402
0.5000	419	689	1294	2021
-0.5000	242	1154	1656	2181
0.5000	120	1138	1696	2424
-0.5000	118	1012	1743	2366
0.5000	117	1009	1806	2284
-0.5000	195	1054	1729	2449
-0.5000	580	899	1509	1914
-0.5000	285	1086	1512	2041
0.5000	518	1003	1879	2202
0.5000	128	1178	1277	2473
-0.5000	102	1050	1775	2276
-0.5000	506	841	1546	2031
0.5000	204	819	1703	2076
0.5000	156	1244	1573	2292
-0.5000	202	753	1844	2137
-0.5000	316	870	1424	2489
0.5000	428	1245	1420	2188
-0.5000	97	965	1455	2091
-0.5000	141	1093	1432	2306
-0.5000	572	1068	1658	1991
-0.5000	173	801	1287	2037
-0.5000	456	970	1697	2381
-0.5000	332	662	1382	2431
0.5000	138	866	1855	2415
0.5000	311	656	1723	2147
-0.5000	185	988	1382	2210
0.5000	73	807	1845	2047
0.5000	466	1016	1279	2314
0.5000	292	754	1499	1921
0.5000	504	702	1293	2155
-0.5000	126	1207	1324	2126
-0.5000	42	863	1818	2218
0.5000	320	805	1717	2015
0.5000	28	698	1855	1983
-0.5000	544	1015	1630	2394
-0.5000	255	1091	1473	2160
-0.5000	304	769	1581	2256
-0.5000	110	850	1292	2043
-0.5000	71	1162	1549	2365
-0.5000	538	950	1883	2190
0.5000	564	1001	1798	2095
