2520	6720
-0.5000	669	1311	1756
-0.5000	826	1113	1863
-0.5000	657	1086	1695
0.5000	139	1327	1946
0.5000	65	1207	1738
-0.5000	133	1205	2230
0.5000	685	1665	2108
-0.5000	618	1675	2228
0.5000	29	1240	2105
0.5000	88	1083	2386
0.5000	338	1110	1733
0.5000	809	1075	2178
-0.5000	74	1612	2104
0.5000	714	935	1724
-0.5000	753	1185	2321
0.5000	373	1046	2167
-0.5000	122	1446	1722
-0.5000	565	1646	2100
-0.5000	712	1102	2096
-0.5000	232	1666	1770
-0.5000	144	1051	2382
-0.5000	568	1209	2330
0.5000	316	1025	1913
0.5000	170	1245	2296
-0.5000	579	987	1762
-0.5000	129	1490	2434
0.5000	807	1617	2327
-0.5000	731	1649	2491
0.5000	212	1232	1964
0.5000	649	1162	2109
0.5000	464	1192	1937
-0.5000	257	1456	1924
0.5000	201	1317	2187
0.5000	771	1534	2335
-0.5000	48	841	2319
-0.5000	499	907	2392
-0.5000	695	1020	2287
-0.5000	265	906	1867
0.5000	503	1518	2058
-0.5000	15	1360	2049
-0.5000	339	1481	2085
0.5000	728	1077	2159
0.5000	806	1623	2449
0.5000	257	1111	2311
0.5000	341	1002	2511
0.5000	69	1254	1833
0.5000	711	1460	2091
-0.5000	129	1261	2185
-0.5000	297	901	1836
0.5000	603	1642	1767
0.5000	548	1388	2061
-0.5000	438	1134	2498
0.5000	206	1222	2353
-0.5000	363	1239	1940
0.5000	512	1290	1814
0.5000	380	1322	1779
-0.5000	507	1057	2281
-0.5000	312	1418	2496
-0.5000	573	978	1819
0.5000	337	988	2322
0.5000	258	1030	2389
-0.5000	326	1572	2237
-0.5000	552	1383	2287
-0.5000	0	1648	1680
0.5000	839	1343	2267
-0.5000	253	1255	2462
0.5000	639	1359	1766
0.5000	296	1341	1779
0.5000	449	1090	2427
-0.5000	809	896	1751
0.5000	324	1268	2430
-0.5000	302	1326	1936
0.5000	628	953	1909
0.5000	769	1173	2080
-0.5000	788	970	2296
0.5000	213	1220	2112
0.5000	653	889	2008
-0.5000	763	1123	2308
0.5000	201	1198	1999
0.5000	431	1453	1680
0.5000	489	1287	1720
0.5000	323	1466	2262
0.5000	357	1203	1821
-0.5000	505	1634	2496
-0.5000	749	1344	2064
-0.5000	76	1190	2450
-0.5000	671	980	2280
-0.5000	115	1127	2185
0.5000	565	1148	1707
-0.5000	666	1235	1733
-0.5000	249	1027	2388
0.5000	45	1521	2157
0.5000	578	1620	2369
0.5000	686	1030	2488
0.5000	689	1659	1792
-0.5000	330	1648	1754
-0.5000	480	1286	2323
-0.5000	99	1495	1795
0.5000	433	936	1721
0.5000	710	1624	1943
0.5000	803	1002	2135
0.5000	767	1527	1846
0.5000	577	1061	1778
0.5000	526	1428	2194
-0.5000	669	1468	1965
0.5000	168	1410	2381
0.5000	16	1127	2400
0.5000	297	1449	2184
-0.5000	636	1126	1753
-0.5000	573	1058	1772
0.5000	784	1459	2114
0.5000	667	975	2369
-0.5000	678	1060	1850
-0.5000	414	871	1696
0.5000	765	1666	2089
0.5000	557	1340	2007
0.5000	85	1181	2431
-0.5000	706	1013	1910
0.5000	183	1407	1688
0.5000	364	1481	1692
-0.5000	817	882	1928
-0.5000	484	1216	1876
0.5000	776	1050	2027
-0.5000	227	1048	2406
-0.5000	336	1338	2484
-0.5000	72	1223	1999
-0.5000	432	1655	2222
0.5000	775	1417	2129
-0.5000	245	1243	1871
0.5000	441	941	2020
-0.5000	214	1060	2159
0.5000	588	1102	1680
0.5000	187	1403	1956
-0.5000	106	1506	2108
-0.5000	313	1133	1873
0.5000	38	1529	2052
-0.5000	610	1664	2517
0.5000	806	1260	2317
0.5000	508	1509	1891
0.5000	718	963	2072
0.5000	138	1020	1757
-0.5000	204	1451	2496
-0.5000	528	988	1962
0.5000	372	921	1762
-0.5000	727	927	1706
0.5000	789	1022	2268
-0.5000	169	1424	2518
0.5000	381	1215	2426
-0.5000	168	921	1729
-0.5000	181	1141	2134
0.5000	637	1578	2034
-0.5000	758	1219	2200
0.5000	293	1647	2309
-0.5000	614	1504	2439
-0.5000	473	928	2130
0.5000	407	1204	2198
-0.5000	329	1525	1842
0.5000	835	898	2290
0.5000	629	1245	1681
0.5000	356	1461	2160
-0.5000	766	1294	2045
0.5000	806	1378	2252
0.5000	211	930	2427
0.5000	517	1099	2284
-0.5000	677	1214	2199
-0.5000	518	1155	2306
-0.5000	2	1019	2007
0.5000	772	1146	1944
-0.5000	723	1469	1706
0.5000	96	1092	1724
-0.5000	51	1488	2041
0.5000	322	1554	2046
-0.5000	199	1578	2404
0.5000	739	1276	1715
0.5000	261	1629	2144
-0.5000	333	1544	1759
-0.5000	616	1422	2464
-0.5000	660	1048	1775
-0.5000	52	1466	2486
-0.5000	778	1103	2227
-0.5000	468	1269	1992
0.5000	691	1624	2338
-0.5000	283	1325	1772
-0.5000	599	1037	1736
-0.5000	768	1441	2129
0.5000	781	1367	2153
-0.5000	128	1405	2123
-0.5000	23	1392	2333
0.5000	49	857	1876
0.5000	824	1628	2461
0.5000	316	961	1780
-0.5000	585	1456	2191
0.5000	741	1315	1817
0.5000	89	1272	2412
0.5000	397	1115	2373
-0.5000	765	1166	2294
-0.5000	157	1153	2392
-0.5000	443	1209	2385
-0.5000	125	1575	1994
-0.5000	783	1494	2473
0.5000	385	1165	1820
-0.5000	831	1099	2060
-0.5000	203	1263	2226
-0.5000	537	845	1783
0.5000	341	1617	1988
0.5000	356	1330	2150
0.5000	456	1678	2146
-0.5000	503	1065	1806
0.5000	746	1108	1908
0.5000	433	878	2497
0.5000	302	861	2501
0.5000	644	891	1929
0.5000	123	965	2200
0.5000	213	1041	2436
0.5000	246	1406	2106
0.5000	427	1311	1855
-0.5000	634	858	2515
-0.5000	641	1133	2236
-0.5000	309	1656	1837
0.5000	167	1167	2356
0.5000	205	1111	1834
0.5000	624	1611	1952
-0.5000	417	1664	2063
-0.5000	54	1260	2064
0.5000	436	1318	2473
-0.5000	61	1380	1935
0.5000	95	1081	1865
-0.5000	78	1195	2410
-0.5000	426	852	2512
0.5000	773	877	1689
0.5000	247	1087	2360
0.5000	267	1141	2482
-0.5000	609	915	1792
0.5000	543	849	1973
0.5000	13	929	2208
-0.5000	542	1595	2352
0.5000	202	1418	2187
-0.5000	58	1534	2277
0.5000	756	1052	2518
-0.5000	746	881	1894
0.5000	227	1179	2289
0.5000	174	1041	2014
0.5000	231	1120	2184
0.5000	348	1618	1807
-0.5000	200	1524	2418
-0.5000	85	854	1882
-0.5000	138	1645	1741
-0.5000	762	1346	1841
0.5000	623	1273	2095
-0.5000	323	1591	2116
0.5000	634	1148	2133
-0.5000	321	1252	2494
0.5000	423	1397	2440
-0.5000	275	1280	2050
0.5000	168	1056	1855
-0.5000	576	1543	2249
-0.5000	651	910	2029
0.5000	262	1467	2254
0.5000	810	1461	1785
0.5000	529	1093	2267
-0.5000	402	1271	2124
-0.5000	210	1065	1885
-0.5000	308	1458	2122
-0.5000	476	1170	1687
-0.5000	132	1640	2065
0.5000	829	934	2406
-0.5000	131	1339	2157
-0.5000	244	1381	2022
-0.5000	294	1094	2384
0.5000	293	886	1727
-0.5000	477	1638	2438
-0.5000	646	920	2114
-0.5000	705	1636	1760
0.5000	230	1490	1841
-0.5000	190	997	2275
0.5000	559	1673	2117
-0.5000	76	1542	1874
0.5000	454	1262	2244
0.5000	420	1254	2252
-0.5000	795	1011	1973
0.5000	408	947	1870
0.5000	729	970	2222
0.5000	145	1095	2429
-0.5000	183	1369	2283
0.5000	329	1523	2128
-0.5000	814	1292	2122
0.5000	77	914	2477
-0.5000	257	1437	2135
-0.5000	126	1267	1970
0.5000	831	1520	2163
-0.5000	825	1349	2416
0.5000	426	1389	2221
-0.5000	606	1338	1998
-0.5000	617	950	2041
0.5000	124	1534	2351
0.5000	109	883	2354
-0.5000	753	1044	1816
-0.5000	438	1409	2153
-0.5000	71	1115	2439
-0.5000	120	1301	2472
0.5000	596	1589	2237
0.5000	174	1455	2407
0.5000	839	1584	1757
-0.5000	217	1189	2080
-0.5000	777	1221	1983
0.5000	713	1609	2204
-0.5000	443	851	1857
-0.5000	478	1096	1757
-0.5000	234	1462	2227
0.5000	293	1426	2408
-0.5000	450	1473	1832
-0.5000	268	1341	2264
-0.5000	35	917	2391
0.5000	811	1669	2487
0.5000	504	1452	2039
-0.5000	537	961	1835
-0.5000	248	1493	1952
0.5000	814	981	2232
-0.5000	104	1215	1881
0.5000	96	1003	1823
-0.5000	82	947	1997
-0.5000	99	1233	2031
0.5000	179	1286	2214
0.5000	816	933	1898
0.5000	494	1622	1681
-0.5000	225	1504	2079
0.5000	384	1556	1986
0.5000	608	1441	2133
-0.5000	388	1564	1838
-0.5000	309	1099	2407
0.5000	306	1222	2243
-0.5000	457	1496	2372
0.5000	377	1293	1946
0.5000	244	1232	2326
0.5000	626	1049	1809
0.5000	405	1112	1998
-0.5000	288	1281	1926
-0.5000	622	1521	1872
0.5000	821	1240	1963
0.5000	637	1214	1763
0.5000	557	1660	2255
0.5000	766	1454	2457
-0.5000	303	998	2404
0.5000	825	1116	2317
0.5000	31	883	2181
-0.5000	719	1040	1957
0.5000	423	1362	2396
-0.5000	375	902	1952
0.5000	794	1433	1933
0.5000	393	903	2305
-0.5000	576	1546	1743
-0.5000	79	1346	2077
-0.5000	687	1238	2436
0.5000	720	1057	2335
-0.5000	224	1320	1835
0.5000	235	867	1729
0.5000	273	1412	2382
0.5000	760	1089	2168
0.5000	384	1295	2357
0.5000	576	1087	2285
0.5000	494	1387	1879
-0.5000	352	1450	1960
0.5000	622	972	2225
-0.5000	799	1533	2376
-0.5000	48	886	1792
0.5000	325	987	2206
-0.5000	96	1507	2319
0.5000	680	1528	2076
0.5000	317	901	1850
-0.5000	213	1410	2263
0.5000	101	1420	2401
0.5000	86	1533	2132
0.5000	458	1071	2279
-0.5000	108	1444	2292
-0.5000	18	1567	1844
0.5000	228	1037	2353
0.5000	676	849	2376
-0.5000	513	1407	2028
0.5000	523	1625	1991
0.5000	148	1144	2074
0.5000	752	1065	1980
-0.5000	362	1152	2342
-0.5000	642	1197	2015
-0.5000	339	1580	1788
0.5000	79	1483	2221
0.5000	255	1438	1963
-0.5000	557	923	2329
-0.5000	454	1531	1727
0.5000	99	1304	2420
0.5000	44	1431	2270
-0.5000	9	1636	2463
0.5000	292	1427	2393
-0.5000	197	1172	2218
-0.5000	571	1264	1788
-0.5000	14	1510	2053
0.5000	473	1006	2342
-0.5000	440	1031	1968
-0.5000	501	911	1948
-0.5000	681	1440	1832
0.5000	161	874	2386
0.5000	169	908	2493
0.5000	797	1528	2294
-0.5000	350	1117	2235
-0.5000	321	1200	2080
0.5000	766	1043	2482
0.5000	685	1128	1883
0.5000	610	1616	2370
0.5000	240	1229	2095
0.5000	813	1481	1843
-0.5000	137	958	2301
0.5000	632	877	1861
-0.5000	714	1388	2374
0.5000	427	1465	1826
0.5000	302	852	2250
0.5000	568	1410	1725
-0.5000	627	924	1951
-0.5000	287	1126	1921
0.5000	627	1190	2421
-0.5000	135	1259	2089
0.5000	497	913	1900
-0.5000	218	1256	2510
0.5000	344	1532	1862
-0.5000	196	1478	2445
-0.5000	142	1483	2262
0.5000	703	936	1876
0.5000	165	1480	1848
0.5000	500	1199	2483
-0.5000	566	1245	2506
0.5000	330	968	2173
-0.5000	400	1129	2257
0.5000	184	1033	2489
-0.5000	451	1335	2446
-0.5000	204	942	2050
0.5000	241	1529	1950
0.5000	839	1466	1835
-0.5000	836	1646	2106
0.5000	119	1487	1930
0.5000	257	1092	1714
0.5000	131	1410	2482
-0.5000	489	1400	2483
0.5000	327	1395	2517
0.5000	120	1545	2358
0.5000	552	922	1906
-0.5000	305	1587	2074
-0.5000	349	1212	1778
-0.5000	564	1625	2181
0.5000	277	1495	1923
0.5000	601	1149	2073
0.5000	220	999	2289
0.5000	779	855	1814
0.5000	274	1148	1735
0.5000	601	861	2175
0.5000	5	1361	2163
0.5000	258	1261	1706
-0.5000	482	902	1840
0.5000	151	1255	2232
0.5000	265	1267	1776
0.5000	81	1012	1938
-0.5000	134	1463	1833
0.5000	42	897	2056
0.5000	700	977	2187
0.5000	834	1588	2229
0.5000	84	930	2328
-0.5000	624	1319	1733
-0.5000	428	1078	2443
0.5000	597	1672	2355
0.5000	75	1019	1990
-0.5000	796	1016	1683
0.5000	469	1389	2397
-0.5000	171	1530	2519
-0.5000	308	1082	2005
0.5000	661	1104	2341
-0.5000	243	1168	1746
0.5000	311	1504	2516
0.5000	250	1022	2374
0.5000	660	1135	1878
0.5000	575	1361	2341
0.5000	698	854	2038
-0.5000	710	1057	2002
0.5000	528	1564	2263
-0.5000	132	1639	2081
0.5000	297	1513	2227
-0.5000	567	990	2082
0.5000	493	1129	2144
-0.5000	9	1661	2009
-0.5000	199	981	2117
-0.5000	593	1599	2082
0.5000	274	1018	1902
-0.5000	509	982	2139
-0.5000	779	1389	1745
-0.5000	428	1581	2162
0.5000	196	1384	2499
-0.5000	167	1535	1822
0.5000	309	1345	2209
0.5000	336	1074	1915
0.5000	772	896	1770
0.5000	264	1314	1707
-0.5000	401	1652	2074
-0.5000	618	1204	1779
0.5000	330	1106	2417
-0.5000	328	1002	2225
0.5000	286	900	2257
-0.5000	274	975	2497
-0.5000	132	1678	2501
0.5000	58	851	2449
0.5000	280	962	2084
-0.5000	604	1657	1851
-0.5000	671	1048	2479
0.5000	134	1237	1905
0.5000	358	905	1753
-0.5000	118	930	1897
0.5000	61	1474	2334
0.5000	92	1088	2319
-0.5000	298	1439	2456
0.5000	290	1053	2481
0.5000	442	1467	2271
-0.5000	609	878	2198
0.5000	192	1174	1851
0.5000	245	1096	2496
0.5000	12	1671	1925
-0.5000	278	1077	1790
-0.5000	120	1532	1911
0.5000	209	1261	1894
