2520	4032
0.5000	481	866	1239	1943	2205
-0.5000	373	947	1278	1517	2219
0.5000	497	518	1324	1877	2380
0.5000	380	551	1125	1828	2480
0.5000	262	874	1332	1996	2492
0.5000	30	859	1063	1558	2505
-0.5000	112	780	1461	1687	2385
0.5000	164	959	1136	1783	2090
0.5000	199	872	1196	1784	2138
-0.5000	382	697	1191	1833	2110
0.5000	0	564	1188	1658	2277
-0.5000	41	523	1023	1788	2427
0.5000	160	766	1120	1966	2425
-0.5000	310	691	1479	1591	2076
0.5000	415	648	1364	1704	2063
-0.5000	243	539	1025	1936	2430
-0.5000	396	527	1138	1767	2429
-0.5000	349	885	1461	1576	2446
-0.5000	386	786	1165	1745	2375
-0.5000	404	558	1293	1810	2313
-0.5000	251	529	1081	2002	2177
-0.5000	399	515	1222	1968	2293
0.5000	37	572	1275	1551	2229
0.5000	118	984	1438	1903	2102
0.5000	197	970	1350	1629	2061
0.5000	262	505	1204	1890	2141
-0.5000	442	577	1224	1563	2040
0.5000	483	937	1049	1911	2196
-0.5000	182	704	1488	1740	2254
-0.5000	240	886	1293	1946	2254
-0.5000	152	531	1090	1530	2363
0.5000	15	733	1191	1754	2033
-0.5000	30	963	1131	1859	2203
-0.5000	80	658	1338	1693	2419
-0.5000	436	926	1129	1715	2128
0.5000	387	771	1199	1950	2271
-0.5000	307	506	1484	1631	2399
0.5000	188	693	1323	1879	2269
0.5000	375	647	1101	1863	2126
-0.5000	104	617	1153	1714	2324
-0.5000	375	694	1204	1941	2074
0.5000	113	751	1199	1527	2088
-0.5000	294	600	1347	1999	2263
-0.5000	147	545	1435	1795	2355
0.5000	7	928	1247	1801	2377
-0.5000	278	505	1023	1776	2049
0.5000	89	528	1276	1699	2134
0.5000	97	560	1188	1587	2230
0.5000	227	702	1078	1854	2044
-0.5000	306	801	1037	1573	2248
0.5000	480	561	1192	1688	2103
0.5000	141	522	1257	1600	2238
-0.5000	202	993	1201	1931	2152
-0.5000	146	746	1072	1882	2283
0.5000	106	713	1385	1755	2288
0.5000	274	738	1359	1518	2371
-0.5000	125	932	1207	1734	2336
0.5000	245	632	1476	1606	2399
0.5000	392	841	1373	1822	2434
-0.5000	315	909	1342	1555	2216
0.5000	158	795	1062	1769	2513
-0.5000	388	784	1225	1523	2486
0.5000	188	539	1497	1613	2182
-0.5000	422	513	1430	1899	2415
0.5000	212	781	1041	1941	2201
-0.5000	81	858	1058	1753	2462
-0.5000	437	997	1117	1910	2430
0.5000	346	884	1260	1893	2309
0.5000	49	658	1194	2012	2512
-0.5000	482	647	1158	1687	2105
-0.5000	223	560	1487	1993	2186
0.5000	401	814	1204	1580	2129
0.5000	78	548	1437	1946	2034
0.5000	109	956	1363	1569	2368
0.5000	428	510	1372	1708	2181
-0.5000	252	631	1223	1756	2227
0.5000	368	818	1457	1835	2469
0.5000	165	867	1236	1811	2193
0.5000	412	781	1039	1576	2141
0.5000	242	888	1276	1915	2075
-0.5000	8	794	1411	1718	2199
