2520	3024
-0.5000	32	982	1334	1862	2474
-0.5000	161	673	1423	1777	2439
0.5000	394	721	1102	1679	2046
0.5000	458	697	1470	1870	2355
-0.5000	425	801	1503	1830	2016
-0.5000	201	883	1204	1731	2152
0.5000	141	744	1357	1786	2336
0.5000	479	985	1468	1805	2282
-0.5000	441	556	1445	1586	2511
0.5000	425	549	1386	1547	2244
0.5000	82	811	1502	1791	2243
0.5000	318	741	1276	1563	2282
-0.5000	409	526	1227	1696	2018
-0.5000	207	927	1434	1868	2474
-0.5000	317	573	1338	1895	2147
0.5000	33	980	1135	1716	2204
0.5000	374	853	1460	1517	2084
-0.5000	196	758	1195	2015	2349
-0.5000	141	912	1497	1623	2416
-0.5000	162	805	1321	1797	2109
0.5000	27	643	1340	1790	2032
-0.5000	9	689	1350	1960	2432
0.5000	292	813	1157	1940	2259
0.5000	355	578	1155	1736	2158
-0.5000	181	847	1454	1775	2150
0.5000	281	836	1462	1911	2177
0.5000	230	709	1155	1674	2139
0.5000	158	544	1412	1817	2083
-0.5000	308	569	1411	1577	2380
0.5000	386	724	1307	1576	2189
-0.5000	464	762	1494	1928	2188
-0.5000	65	678	1164	1532	2156
0.5000	72	650	1397	1549	2487
0.5000	353	725	1135	1951	2234
-0.5000	18	598	1096	1707	2127
0.5000	214	815	1376	1579	2423
-0.5000	422	952	1482	1740	2165
0.5000	312	521	1388	1867	2130
0.5000	8	784	1088	1899	2193
0.5000	227	800	1373	1825	2227
-0.5000	27	718	1452	1949	2083
0.5000	200	965	1279	1733	2304
0.5000	27	621	1174	1902	2483
-0.5000	254	582	1118	1589	2167
-0.5000	154	895	1034	1672	2314
0.5000	455	719	1253	1781	2093
-0.5000	13	593	1259	1769	2257
0.5000	166	830	1498	1694	2488
0.5000	398	799	1245	1659	2461
-0.5000	155	882	1381	1763	2387
-0.5000	191	564	1337	1950	2254
-0.5000	137	732	1487	1933	2047
0.5000	48	882	1465	1793	2263
-0.5000	291	617	1247	1708	2175
-0.5000	268	608	1415	1892	2030
-0.5000	284	678	1466	1935	2373
-0.5000	139	764	1147	1886	2021
0.5000	7	753	1483	2010	2195
0.5000	471	679	1008	1582	2239
0.5000	493	612	1191	1639	2400
-0.5000	334	967	1255	1899	2420
