2520	3528
-0.5000	201	882	1099	1683	2146
-0.5000	340	1003	1385	1738	2108
0.5000	496	956	1227	1577	2016
-0.5000	146	897	1102	1892	2306
-0.5000	270	717	1024	1693	2300
0.5000	145	993	1062	1570	2039
0.5000	120	582	1454	1819	2483
-0.5000	347	954	1485	1840	2506
0.5000	451	987	1048	1965	2029
0.5000	34	517	1295	1706	2348
0.5000	385	648	1166	1699	2300
-0.5000	269	605	1275	1818	2471
0.5000	427	928	1457	1950	2203
-0.5000	363	508	1479	1569	2017
0.5000	17	846	1400	1935	2418
0.5000	174	548	1009	1572	2424
0.5000	378	511	1405	1890	2182
-0.5000	450	561	1312	1585	2474
-0.5000	220	954	1499	1876	2038
0.5000	348	923	1363	1770	2095
0.5000	231	657	1348	2006	2243
0.5000	162	786	1319	1679	2422
0.5000	424	775	1283	1905	2452
0.5000	318	860	1432	1902	2332
-0.5000	502	511	1201	1807	2277
-0.5000	344	822	1241	1766	2446
-0.5000	278	644	1217	1948	2501
-0.5000	61	710	1049	1957	2329
-0.5000	4	676	1193	1818	2290
0.5000	145	578	1074	1656	2455
0.5000	151	587	1233	1647	2249
0.5000	396	794	1110	1824	2090
-0.5000	345	611	1229	1778	2362
0.5000	212	1007	1201	2014	2413
0.5000	7	917	1039	1831	2228
0.5000	83	641	1232	1638	2331
0.5000	407	789	1059	1648	2329
-0.5000	461	695	1495	1842	2152
-0.5000	461	553	1492	1635	2359
0.5000	474	856	1495	1519	2392
-0.5000	18	1000	1057	1550	2286
-0.5000	148	955	1213	2006	2219
0.5000	88	931	1167	1752	2422
0.5000	321	763	1477	1959	2027
-0.5000	121	731	1300	1581	2154
-0.5000	447	612	1052	1613	2299
-0.5000	97	842	1206	1803	2387
-0.5000	442	689	1441	1533	2452
0.5000	369	821	1359	1550	2367
0.5000	384	650	1388	1610	2061
-0.5000	223	611	1269	1520	2168
0.5000	444	587	1370	1585	2501
0.5000	343	705	1079	2000	2076
-0.5000	43	842	1403	1555	2462
-0.5000	15	511	1376	1552	2101
-0.5000	71	915	1081	1667	2255
-0.5000	473	565	1333	1549	2016
-0.5000	341	523	1014	1760	2352
0.5000	184	880	1058	1565	2180
-0.5000	5	588	1262	1768	2066
-0.5000	79	844	1505	1818	2236
-0.5000	29	689	1174	1518	2205
-0.5000	267	565	1023	1866	2425
-0.5000	47	694	1499	1554	2512
-0.5000	470	805	1165	1987	2234
-0.5000	344	936	1415	1608	2301
0.5000	443	592	1263	1762	2179
0.5000	98	844	1293	1545	2329
-0.5000	325	772	1169	1861	2056
-0.5000	91	748	1149	1766	2439
-0.5000	416	543	1478	1548	2463
0.5000	190	507	1096	1571	2019
-0.5000	419	964	1230	1861	2450
0.5000	488	686	1456	1530	2265
0.5000	211	972	1406	1689	2085
-0.5000	356	709	1417	1626	2283
-0.5000	107	703	1021	1810	2190
0.5000	326	567	1354	1967	2411
-0.5000	3	725	1042	1777	2220
0.5000	473	517	1205	1887	2312
-0.5000	375	895	1414	1590	2496
-0.5000	248	788	1330	1962	2361
-0.5000	129	564	1249	1751	2504
0.5000	248	658	1481	1760	2419
-0.5000	1	818	1433	1970	2344
0.5000	41	599	1474	1631	2286
-0.5000	26	888	1228	1698	2188
-0.5000	43	609	1458	1710	2481
0.5000	180	705	1292	1872	2152
0.5000	324	771	1492	1675	2455
0.5000	253	964	1451	2002	2060
-0.5000	235	612	1461	1546	2195
0.5000	366	746	1100	1699	2074
0.5000	397	622	1014	1607	2416
-0.5000	331	524	1059	1865	2475
-0.5000	412	565	1385	1676	2483
-0.5000	286	691	1433	1957	2181
0.5000	224	805	1011	1619	2338
0.5000	259	923	1236	1798	2275
0.5000	135	931	1259	1956	2424
0.5000	143	979	1256	1770	2249
-0.5000	97	980	1173	1662	2317
0.5000	482	760	1052	1858	2057
-0.5000	251	815	1055	1852	2022
0.5000	423	767	1223	1838	2097
-0.5000	40	584	1318	1812	2310
0.5000	187	537	1440	1881	2140
0.5000	256	800	1281	1586	2504
-0.5000	377	732	1051	1567	2468
-0.5000	450	991	1302	1734	2213
0.5000	270	679	1290	1934	2383
0.5000	494	863	1054	1712	2113
0.5000	405	625	1253	1908	2472
0.5000	379	809	1360	1532	2431
0.5000	3	756	1264	1883	2368
0.5000	343	560	1039	1826	2320
0.5000	401	832	1177	1517	2357
-0.5000	403	904	1413	1795	2227
-0.5000	233	726	1149	2012	2394
0.5000	460	865	1334	1551	2088
-0.5000	116	559	1084	1647	2344
0.5000	319	568	1485	1750	2153
-0.5000	178	831	1399	1547	2371
0.5000	50	505	1502	1593	2159
0.5000	302	688	1441	1951	2223
-0.5000	336	862	1465	1919	2204
-0.5000	431	919	1212	1885	2189
-0.5000	343	999	1108	1720	2110
0.5000	192	884	1064	1921	2507
-0.5000	202	971	1099	1599	2358
0.5000	376	936	1248	2007	2376
0.5000	142	647	1358	1624	2402
0.5000	79	874	1053	1662	2185
0.5000	485	810	1404	1613	2361
-0.5000	367	957	1373	1910	2108
-0.5000	146	675	1465	2003	2467
0.5000	95	890	1158	1668	2102
0.5000	415	738	1343	1552	2235
0.5000	180	582	1172	1899	2280
0.5000	499	521	1046	1812	2061
0.5000	316	527	1041	1747	2078
0.5000	119	871	1240	1876	2423
0.5000	442	759	1389	1985	2092
0.5000	330	901	1216	1567	2251
-0.5000	329	662	1376	1752	2425
0.5000	502	730	1113	1592	2494
-0.5000	482	688	1034	1849	2067
0.5000	210	601	1211	1767	2319
-0.5000	24	536	1497	1868	2392
-0.5000	391	861	1138	1598	2045
-0.5000	163	791	1322	1719	2447
0.5000	410	671	1209	1581	2454
0.5000	158	992	1075	1619	2331
0.5000	392	506	1339	1885	2409
0.5000	381	794	1321	1973	2110
-0.5000	77	899	1064	1702	2172
0.5000	416	924	1323	1599	2318
0.5000	192	546	1095	1966	2197
-0.5000	55	872	1360	1513	2333
-0.5000	177	698	1178	1530	2296
-0.5000	92	898	1227	1672	2426
-0.5000	130	672	1035	1957	2199
0.5000	170	919	1267	1722	2269
0.5000	174	933	1402	1796	2331
0.5000	272	978	1013	1687	2054
0.5000	307	631	1285	1941	2342
-0.5000	194	956	1323	1997	2067
-0.5000	373	980	1454	1681	2382
-0.5000	330	948	1096	1770	2246
0.5000	501	982	1444	1596	2501
0.5000	94	650	1503	1587	2336
0.5000	13	628	1064	1774	2417
-0.5000	466	514	1123	1516	2224
0.5000	410	948	1475	1576	2248
-0.5000	388	873	1472	1864	2211
-0.5000	132	633	1286	1821	2093
-0.5000	21	630	1360	1648	2225
0.5000	403	864	1290	1959	2385
0.5000	256	862	1155	1753	2327
0.5000	205	963	1103	1865	2138
-0.5000	353	675	1407	1895	2125
0.5000	396	597	1184	1951	2432
-0.5000	323	624	1195	1913	2363
-0.5000	170	559	1216	1813	2505
-0.5000	156	827	1316	1710	2288
-0.5000	210	886	1253	1703	2122
-0.5000	131	916	1374	1980	2465
-0.5000	11	542	1286	1632	2035
0.5000	329	665	1356	1580	2174
0.5000	500	887	1267	1788	2067
0.5000	200	929	1069	2004	2389
-0.5000	291	902	1488	1838	2079
-0.5000	430	698	1397	1825	2389
-0.5000	434	583	1121	1863	2119
-0.5000	63	998	1339	1820	2032
0.5000	343	661	1027	1832	2287
0.5000	383	576	1368	1564	2481
-0.5000	346	674	1280	1900	2365
-0.5000	253	613	1487	1763	2330
0.5000	382	965	1433	1786	2276
-0.5000	457	807	1380	1514	2482
-0.5000	354	941	1278	1581	2220
0.5000	422	1003	1337	1896	2176
0.5000	255	930	1352	1933	2132
-0.5000	25	551	1278	1866	2089
0.5000	153	513	1111	1807	2394
0.5000	191	995	1142	1553	2171
-0.5000	495	1007	1479	1641	2143
0.5000	274	941	1491	1575	2348
0.5000	383	600	1097	1991	2199
0.5000	197	996	1177	1954	2019
-0.5000	220	925	1390	1684	2381
0.5000	326	619	1040	1715	2087
0.5000	392	936	1372	2004	2454
0.5000	392	637	1428	1909	2441
0.5000	346	874	1351	1554	2207
-0.5000	374	979	1457	1615	2452
-0.5000	476	962	1125	1682	2068
0.5000	3	895	1202	1848	2446
0.5000	29	816	1414	1590	2164
0.5000	422	726	1367	1756	2135
0.5000	171	513	1165	1851	2439
-0.5000	312	916	1039	1615	2310
-0.5000	400	919	1149	1716	2500
0.5000	107	855	1395	1842	2068
0.5000	92	607	1339	1800	2371
-0.5000	222	775	1231	1861	2425
-0.5000	435	585	1271	1760	2294
0.5000	235	802	1126	1862	2031
-0.5000	313	586	1017	1559	2400
-0.5000	218	559	1030	1875	2108
-0.5000	501	909	1119	1784	2112
0.5000	311	997	1024	1773	2242
-0.5000	104	996	1188	1751	2477
0.5000	93	532	1309	2010	2283
0.5000	283	627	1426	2007	2211
0.5000	264	792	1088	1735	2368
0.5000	88	770	1205	1958	2192
0.5000	68	674	1060	1869	2123
0.5000	189	663	1338	1589	2081
-0.5000	423	729	1110	1744	2382
-0.5000	83	539	1250	1798	2271
0.5000	453	581	1302	1635	2093
0.5000	317	620	1285	1601	2216
0.5000	346	1002	1243	1835	2147
0.5000	357	877	1344	1701	2051
-0.5000	31	660	1450	1754	2405
