2520	5040
-0.5000	464	1140	1838	2137
-0.5000	137	858	1476	2007
-0.5000	175	1039	1722	2018
0.5000	507	889	1521	2054
-0.5000	256	825	1481	1981
0.5000	22	736	1555	2094
-0.5000	132	783	1876	2449
-0.5000	134	1083	1601	2004
-0.5000	120	997	1668	2168
0.5000	583	1252	1502	2462
0.5000	132	734	1604	1975
-0.5000	288	966	1786	2033
0.5000	502	959	1473	2429
0.5000	233	662	1491	2050
0.5000	495	682	1473	2000
0.5000	41	1112	1651	2212
-0.5000	27	900	1754	2345
0.5000	346	984	1439	2000
0.5000	494	1098	1518	2362
-0.5000	626	853	1666	1965
-0.5000	402	651	1470	2456
-0.5000	554	868	1583	2247
0.5000	89	655	1387	1938
0.5000	90	1174	1800	1999
0.5000	465	944	1514	2480
0.5000	483	661	1332	1930
0.5000	442	722	1440	2216
-0.5000	571	762	1348	2302
-0.5000	205	760	1655	2280
-0.5000	405	791	1470	2413
0.5000	510	1136	1372	2069
-0.5000	604	1043	1845	2370
-0.5000	226	1147	1884	2220
0.5000	360	792	1520	2108
-0.5000	566	1061	1361	2418
0.5000	234	785	1667	2158
-0.5000	54	1025	1313	2077
-0.5000	542	1093	1294	2495
0.5000	189	1088	1835	2093
0.5000	28	869	1357	2188
0.5000	100	1022	1752	2474
-0.5000	158	1126	1447	1933
0.5000	337	1232	1710	1973
-0.5000	280	1012	1767	2187
-0.5000	501	1096	1830	2118
-0.5000	525	937	1329	2300
0.5000	33	1009	1589	2426
-0.5000	535	666	1694	2096
-0.5000	193	1177	1515	1908
0.5000	191	861	1413	1975
0.5000	541	1217	1372	2322
0.5000	404	951	1801	2444
-0.5000	238	681	1373	2260
-0.5000	334	962	1558	2519
-0.5000	614	798	1831	2399
-0.5000	154	700	1339	1909
-0.5000	267	1087	1857	2044
-0.5000	519	950	1265	2383
0.5000	311	1010	1680	2286
-0.5000	284	1237	1498	2034
0.5000	112	1057	1344	2240
-0.5000	155	692	1802	2187
-0.5000	353	1116	1399	1996
0.5000	614	1052	1836	2361
-0.5000	107	1023	1809	2390
0.5000	511	826	1480	1923
-0.5000	493	1043	1351	2299
0.5000	440	861	1494	2487
0.5000	182	1189	1830	2284
0.5000	324	961	1408	1940
-0.5000	115	1027	1689	2233
0.5000	382	1143	1391	2176
-0.5000	593	1188	1703	2044
-0.5000	525	939	1498	2238
0.5000	564	1120	1512	2033
-0.5000	280	891	1753	1926
-0.5000	543	981	1855	2152
0.5000	324	1105	1668	1967
0.5000	235	785	1601	2503
0.5000	484	1065	1625	2109
-0.5000	172	1078	1613	2073
-0.5000	478	1043	1415	1973
-0.5000	240	1045	1576	2045
-0.5000	0	1232	1423	2383
-0.5000	198	673	1321	2385
0.5000	33	866	1716	2093
-0.5000	429	1227	1747	2280
-0.5000	37	838	1276	2056
0.5000	291	835	1327	2316
-0.5000	21	1152	1872	2123
-0.5000	527	1203	1678	2265
0.5000	475	679	1426	1997
-0.5000	140	977	1303	2296
-0.5000	290	1170	1646	2059
-0.5000	144	765	1730	1905
0.5000	233	1206	1364	2172
0.5000	359	669	1610	2305
0.5000	310	801	1567	1943
0.5000	184	1249	1635	2390
-0.5000	49	1185	1863	2151
-0.5000	334	1132	1746	2404
-0.5000	59	1185	1458	2346
-0.5000	254	1216	1514	2059
0.5000	374	928	1558	1945
-0.5000	436	715	1415	2497
0.5000	150	1030	1522	1981
-0.5000	566	1145	1422	2310
-0.5000	103	697	1672	2300
-0.5000	79	710	1838	2287
-0.5000	0	713	1686	2456
0.5000	187	1018	1296	1960
0.5000	110	710	1392	2217
-0.5000	516	646	1328	2156
-0.5000	282	835	1631	2097
-0.5000	51	662	1381	2097
0.5000	494	1108	1829	2007
0.5000	139	1213	1517	2190
-0.5000	266	638	1784	2287
-0.5000	53	1207	1661	2479
0.5000	485	936	1543	2148
-0.5000	494	1180	1276	1993
-0.5000	264	676	1384	2082
-0.5000	118	634	1487	1909
0.5000	629	1064	1448	2116
0.5000	295	782	1669	2245
-0.5000	274	1170	1318	1930
0.5000	62	799	1623	2488
-0.5000	141	998	1350	2166
0.5000	196	1031	1501	2407
0.5000	519	1002	1427	2201
0.5000	404	949	1720	2444
-0.5000	441	980	1628	2362
-0.5000	407	1084	1758	2402
0.5000	433	715	1572	2392
-0.5000	603	1158	1477	2368
-0.5000	315	1207	1768	1950
0.5000	84	921	1837	2344
0.5000	485	1227	1455	2302
-0.5000	581	712	1514	2090
0.5000	419	848	1647	2183
0.5000	46	924	1859	1898
-0.5000	336	1196	1635	2372
0.5000	236	1131	1717	1954
0.5000	297	1062	1374	2486
0.5000	339	948	1611	2251
0.5000	227	867	1851	2329
0.5000	576	1036	1338	1970
0.5000	154	1205	1539	2093
0.5000	55	1179	1713	1942
-0.5000	533	693	1733	2393
0.5000	285	1222	1478	1980
-0.5000	11	1065	1459	2136
0.5000	345	1047	1445	2389
0.5000	509	1058	1762	2031
-0.5000	13	1047	1532	2229
-0.5000	301	1048	1615	2203
0.5000	15	903	1696	1935
0.5000	219	839	1575	2209
-0.5000	315	1038	1354	2353
0.5000	435	1187	1470	2490
0.5000	319	914	1636	2204
0.5000	317	652	1365	2501
-0.5000	252	1256	1526	2020
0.5000	306	857	1794	2302
-0.5000	521	1249	1400	1952
0.5000	462	648	1475	2341
0.5000	284	1188	1269	2517
0.5000	461	1231	1745	2433
0.5000	372	985	1518	2182
0.5000	2	952	1474	2495
-0.5000	593	1208	1384	2514
-0.5000	79	1107	1720	1977
-0.5000	261	679	1793	1920
0.5000	499	967	1804	2081
